datetime,exchange_code,stock_code,high,low,open,close,volume
2025-01-01 12:55:00,NSE,BOSLIM,33903.75,33800.0,33903.75,33800.0,386
2025-01-01 13:00:00,NSE,BOSLIM,33841.0,33763.6,33800.0,33817.5,193
2025-01-01 13:05:00,NSE,BOSLIM,33836.25,33790.25,33817.5,33835.8,80
2025-01-01 13:10:00,NSE,BOSLIM,33860.5,33800.15,33807.65,33860.5,67
2025-01-01 13:15:00,NSE,BOSLIM,33874.55,33842.9,33860.35,33843.3,45
2025-01-01 13:20:00,NSE,BOSLIM,33870.9,33830.0,33869.35,33831.15,52
2025-01-01 13:25:00,NSE,BOSLIM,33903.05,33827.3,33831.15,33886.5,68
2025-01-01 13:30:00,NSE,BOSLIM,33936.0,33868.5,33886.5,33936.0,134
2025-01-01 13:35:00,NSE,BOSLIM,33990.0,33915.0,33936.0,33920.1,201
2025-01-01 13:40:00,NSE,BOSLIM,33955.05,33910.05,33920.1,33910.05,97
2025-01-01 13:45:00,NSE,BOSLIM,33944.9,33909.6,33910.05,33909.6,64
2025-01-01 13:50:00,NSE,BOSLIM,33936.95,33897.5,33909.6,33926.65,86
2025-01-01 13:55:00,NSE,BOSLIM,33979.8,33899.8,33926.65,33979.8,116
2025-01-01 14:00:00,NSE,BOSLIM,34034.95,33985.0,34007.05,34012.8,141
2025-01-01 14:05:00,NSE,BOSLIM,34049.9,33983.5,34012.8,34020.0,216
2025-01-01 14:10:00,NSE,BOSLIM,34046.95,34020.0,34042.75,34020.0,83
2025-01-01 14:15:00,NSE,BOSLIM,34040.8,33991.0,34020.0,33991.0,157
2025-01-01 14:20:00,NSE,BOSLIM,34024.85,33980.0,33991.0,34005.9,62
2025-01-01 14:25:00,NSE,BOSLIM,34007.9,33975.25,34005.9,33976.75,112
2025-01-01 14:30:00,NSE,BOSLIM,34014.3,33976.75,33976.75,33994.85,49
2025-01-01 14:35:00,NSE,BOSLIM,34049.45,33990.55,33990.55,34026.95,172
2025-01-01 14:40:00,NSE,BOSLIM,34049.95,34024.9,34026.95,34024.9,92
2025-01-01 14:45:00,NSE,BOSLIM,34040.0,34013.2,34024.9,34013.2,53
2025-01-01 14:50:00,NSE,BOSLIM,34048.0,34010.1,34013.2,34041.4,128
2025-01-01 14:55:00,NSE,BOSLIM,34041.35,34007.95,34041.35,34033.45,75
2025-01-01 15:00:00,NSE,BOSLIM,34041.0,34007.0,34021.45,34017.25,82
2025-01-01 15:05:00,NSE,BOSLIM,34024.95,33990.0,34017.25,34009.95,148
2025-01-01 15:10:00,NSE,BOSLIM,34041.0,34000.0,34009.9,34017.35,197
2025-01-01 15:15:00,NSE,BOSLIM,34041.0,34007.05,34017.35,34040.95,221
2025-01-01 15:20:00,NSE,BOSLIM,34046.0,34013.05,34013.05,34045.0,402
2025-01-01 15:25:00,NSE,BOSLIM,34097.6,34009.0,34023.0,34069.1,356
2025-01-02 09:15:00,NSE,BOSLIM,34299.95,34100.05,34299.95,34100.05,225
2025-01-02 09:20:00,NSE,BOSLIM,34119.35,34045.9,34100.0,34086.8,145
2025-01-02 09:25:00,NSE,BOSLIM,34086.8,34044.1,34086.8,34085.55,120
2025-01-02 09:30:00,NSE,BOSLIM,34127.5,34055.0,34055.0,34108.0,59
2025-01-02 09:35:00,NSE,BOSLIM,34118.8,33969.4,34108.0,33969.4,257
2025-01-02 09:40:00,NSE,BOSLIM,33989.45,33936.8,33957.4,33957.95,157
2025-01-02 09:45:00,NSE,BOSLIM,33959.15,33923.9,33957.95,33935.4,84
2025-01-02 09:50:00,NSE,BOSLIM,33965.1,33931.1,33945.65,33947.2,133
2025-01-02 09:55:00,NSE,BOSLIM,34007.85,33925.1,33947.2,34007.85,269
2025-01-02 10:00:00,NSE,BOSLIM,34049.95,33991.15,34007.85,34025.3,300
2025-01-02 10:05:00,NSE,BOSLIM,34118.9,34010.65,34025.3,34102.85,227
2025-01-02 10:10:00,NSE,BOSLIM,34135.75,34050.45,34102.85,34112.85,60
2025-01-02 10:15:00,NSE,BOSLIM,34277.9,34105.85,34130.55,34180.0,391
2025-01-02 10:20:00,NSE,BOSLIM,34245.0,34175.1,34180.0,34236.95,175
2025-01-02 10:25:00,NSE,BOSLIM,34237.3,34150.05,34236.95,34204.2,175
2025-01-02 10:30:00,NSE,BOSLIM,34311.0,34204.2,34204.2,34286.7,471
2025-01-02 10:35:00,NSE,BOSLIM,34363.15,34200.0,34286.7,34225.85,420
2025-01-02 10:40:00,NSE,BOSLIM,34269.95,34216.65,34225.85,34264.85,374
2025-01-02 10:45:00,NSE,BOSLIM,34273.55,34234.65,34264.85,34270.0,371
2025-01-02 10:50:00,NSE,BOSLIM,34269.8,34145.5,34265.35,34147.7,444
2025-01-02 10:55:00,NSE,BOSLIM,34180.0,34130.55,34147.7,34166.9,153
2025-01-02 11:00:00,NSE,BOSLIM,34166.9,34077.35,34166.9,34078.0,190
2025-01-02 11:05:00,NSE,BOSLIM,34087.95,34050.0,34078.0,34051.0,362
2025-01-02 11:10:00,NSE,BOSLIM,34084.25,34051.0,34051.0,34051.0,174
2025-01-02 11:15:00,NSE,BOSLIM,34168.9,34068.05,34068.05,34152.45,102
2025-01-02 11:20:00,NSE,BOSLIM,34170.1,34147.4,34152.45,34156.55,107
2025-01-02 11:25:00,NSE,BOSLIM,34186.0,34147.35,34156.55,34186.0,83
2025-01-02 11:30:00,NSE,BOSLIM,34190.9,34160.35,34186.0,34180.7,170
2025-01-02 11:35:00,NSE,BOSLIM,34270.0,34160.7,34160.7,34260.2,502
2025-01-02 11:40:00,NSE,BOSLIM,34282.5,34238.0,34260.2,34248.95,682
2025-01-02 11:45:00,NSE,BOSLIM,34274.8,34222.25,34248.95,34236.95,1241
2025-01-02 11:50:00,NSE,BOSLIM,34270.0,34215.25,34236.95,34252.3,381
2025-01-02 11:55:00,NSE,BOSLIM,34270.0,34243.1,34248.95,34269.95,348
2025-01-02 12:00:00,NSE,BOSLIM,34425.85,34270.0,34270.0,34311.4,5484
2025-01-02 12:05:00,NSE,BOSLIM,34391.95,34284.1,34311.4,34391.95,448
2025-01-02 12:10:00,NSE,BOSLIM,34450.0,34400.0,34400.0,34417.05,230
2025-01-02 12:15:00,NSE,BOSLIM,34440.0,34400.0,34413.75,34435.0,74
2025-01-02 12:20:00,NSE,BOSLIM,34450.8,34380.0,34422.05,34399.0,364
2025-01-02 12:25:00,NSE,BOSLIM,34414.4,34362.15,34399.0,34362.15,67
2025-01-02 12:30:00,NSE,BOSLIM,34400.0,34300.0,34362.15,34324.15,5104
2025-01-02 12:35:00,NSE,BOSLIM,34348.9,34301.0,34324.15,34348.9,78
2025-01-02 12:40:00,NSE,BOSLIM,34393.7,34348.9,34348.9,34383.55,91
2025-01-02 12:45:00,NSE,BOSLIM,34362.9,34328.4,34362.9,34334.3,54
2025-01-02 12:50:00,NSE,BOSLIM,34323.5,34319.8,34322.95,34323.5,48
2025-01-02 12:55:00,NSE,BOSLIM,34308.05,34270.5,34300.0,34282.35,242
2025-01-02 13:00:00,NSE,BOSLIM,34308.0,34233.05,34282.35,34276.15,162
2025-01-02 13:05:00,NSE,BOSLIM,34359.6,34268.75,34276.15,34287.75,236
2025-01-02 13:10:00,NSE,BOSLIM,34300.0,34242.05,34270.5,34267.55,156
2025-01-02 13:15:00,NSE,BOSLIM,34300.0,34250.0,34267.85,34300.0,141
2025-01-02 13:20:00,NSE,BOSLIM,34300.0,34235.1,34300.0,34235.1,52
2025-01-02 13:25:00,NSE,BOSLIM,34284.95,34200.0,34240.0,34253.6,427
2025-01-02 13:30:00,NSE,BOSLIM,34295.6,34219.8,34275.6,34262.45,181
2025-01-02 13:35:00,NSE,BOSLIM,34300.0,34262.45,34262.45,34295.0,276
2025-01-02 13:40:00,NSE,BOSLIM,34300.0,34253.1,34286.6,34253.1,118
2025-01-02 13:45:00,NSE,BOSLIM,34305.85,34234.8,34253.1,34277.8,252
2025-01-02 13:50:00,NSE,BOSLIM,34293.2,34270.45,34277.8,34288.95,314
2025-01-02 13:55:00,NSE,BOSLIM,34300.0,34281.05,34288.95,34298.25,139
2025-01-02 14:00:00,NSE,BOSLIM,34405.7,34287.3,34298.25,34385.0,1283
2025-01-02 14:05:00,NSE,BOSLIM,34445.2,34386.75,34390.6,34400.05,191
2025-01-02 14:10:00,NSE,BOSLIM,34437.85,34394.55,34400.05,34423.95,317
2025-01-02 14:15:00,NSE,BOSLIM,34485.0,34418.0,34423.95,34466.85,383
2025-01-02 14:20:00,NSE,BOSLIM,34471.45,34430.0,34467.0,34449.05,246
2025-01-02 14:25:00,NSE,BOSLIM,34444.1,34415.8,34444.1,34425.0,79
2025-01-02 14:30:00,NSE,BOSLIM,34434.5,34403.25,34418.0,34416.5,91
2025-01-02 14:35:00,NSE,BOSLIM,34446.75,34401.0,34416.5,34430.0,181
2025-01-02 14:40:00,NSE,BOSLIM,34467.1,34412.25,34430.0,34457.0,288
2025-01-02 14:45:00,NSE,BOSLIM,34471.8,34442.15,34442.15,34449.45,303
2025-01-02 14:50:00,NSE,BOSLIM,34464.6,34370.1,34464.6,34376.15,1033
2025-01-02 14:55:00,NSE,BOSLIM,34457.5,34378.65,34381.15,34452.8,611
2025-01-02 15:00:00,NSE,BOSLIM,34452.8,34376.3,34452.8,34410.45,1478
2025-01-02 15:05:00,NSE,BOSLIM,34410.45,34375.0,34410.45,34379.55,244
2025-01-02 15:10:00,NSE,BOSLIM,34412.45,34375.0,34390.55,34400.25,1733
2025-01-02 15:15:00,NSE,BOSLIM,34525.0,34380.35,34399.9,34523.7,1615
2025-01-02 15:20:00,NSE,BOSLIM,34558.85,34452.25,34523.7,34520.0,855
2025-01-02 15:25:00,NSE,BOSLIM,34597.35,34480.05,34520.0,34580.1,508
2025-01-03 09:15:00,NSE,BOSLIM,34655.75,34503.85,34600.8,34588.0,731
2025-01-03 09:20:00,NSE,BOSLIM,34624.55,34511.4,34588.0,34533.95,126
2025-01-03 09:25:00,NSE,BOSLIM,34624.0,34515.3,34533.95,34515.3,149
2025-01-03 09:30:00,NSE,BOSLIM,34561.3,34515.3,34515.3,34561.3,77
2025-01-03 09:35:00,NSE,BOSLIM,34597.5,34559.95,34559.95,34597.5,61
2025-01-03 09:40:00,NSE,BOSLIM,34581.6,34462.15,34578.35,34470.85,196
2025-01-03 09:45:00,NSE,BOSLIM,34579.95,34400.0,34470.85,34510.0,1629
2025-01-03 09:50:00,NSE,BOSLIM,34555.0,34510.0,34510.0,34555.0,222
2025-01-03 09:55:00,NSE,BOSLIM,34794.8,34551.35,34555.0,34742.95,1578
2025-01-03 10:00:00,NSE,BOSLIM,34901.95,34743.0,34743.95,34869.45,687
2025-01-03 10:05:00,NSE,BOSLIM,34906.2,34860.05,34879.7,34890.0,226
2025-01-03 10:10:00,NSE,BOSLIM,34919.25,34869.2,34890.0,34869.2,186
2025-01-03 10:15:00,NSE,BOSLIM,34880.35,34818.1,34869.2,34818.1,175
2025-01-03 10:20:00,NSE,BOSLIM,34818.1,34650.0,34818.1,34707.4,211
2025-01-03 10:25:00,NSE,BOSLIM,34707.4,34580.0,34707.4,34580.0,192
2025-01-03 10:30:00,NSE,BOSLIM,34600.8,34510.5,34585.9,34510.5,153
2025-01-03 10:35:00,NSE,BOSLIM,34533.55,34456.0,34510.0,34457.5,231
2025-01-03 10:40:00,NSE,BOSLIM,34488.65,34428.05,34450.0,34460.0,137
2025-01-03 10:45:00,NSE,BOSLIM,34462.25,34417.9,34462.25,34426.15,117
2025-01-03 10:50:00,NSE,BOSLIM,34454.95,34303.8,34426.15,34315.0,158
2025-01-03 10:55:00,NSE,BOSLIM,34345.4,34300.0,34315.0,34317.8,354
2025-01-03 11:00:00,NSE,BOSLIM,34327.5,34277.8,34317.8,34284.05,261
2025-01-03 11:05:00,NSE,BOSLIM,34321.45,34257.05,34284.05,34287.3,120
2025-01-03 11:10:00,NSE,BOSLIM,34316.95,34262.45,34287.3,34303.95,105
2025-01-03 11:15:00,NSE,BOSLIM,34435.0,34303.95,34303.95,34435.0,117
2025-01-03 11:20:00,NSE,BOSLIM,34564.0,34422.6,34435.0,34563.6,180
2025-01-03 11:25:00,NSE,BOSLIM,34625.0,34494.6,34563.6,34494.6,706
2025-01-03 11:30:00,NSE,BOSLIM,34520.0,34479.1,34512.25,34510.4,82
2025-01-03 11:35:00,NSE,BOSLIM,34524.25,34498.3,34510.4,34511.95,143
2025-01-03 11:40:00,NSE,BOSLIM,34511.95,34454.2,34511.95,34468.0,44
2025-01-03 11:45:00,NSE,BOSLIM,34468.0,34422.5,34468.0,34440.75,87
2025-01-03 11:50:00,NSE,BOSLIM,34455.25,34409.9,34440.75,34455.25,102
2025-01-03 11:55:00,NSE,BOSLIM,34456.5,34400.0,34455.25,34413.1,261
2025-01-03 12:00:00,NSE,BOSLIM,34500.0,34413.1,34413.1,34500.0,217
2025-01-03 12:05:00,NSE,BOSLIM,34500.0,34414.5,34500.0,34415.65,92
2025-01-03 12:10:00,NSE,BOSLIM,34451.9,34415.65,34415.65,34451.9,41
2025-01-03 12:15:00,NSE,BOSLIM,34468.75,34416.3,34451.9,34468.15,155
2025-01-03 12:20:00,NSE,BOSLIM,34468.15,34400.0,34468.15,34400.0,277
2025-01-03 12:25:00,NSE,BOSLIM,34418.0,34377.9,34400.0,34381.6,776
2025-01-03 12:30:00,NSE,BOSLIM,34381.6,34317.45,34381.6,34344.05,111
2025-01-03 12:35:00,NSE,BOSLIM,34380.6,34349.65,34351.1,34376.15,108
2025-01-03 12:40:00,NSE,BOSLIM,34399.95,34365.0,34376.15,34399.8,82
2025-01-03 12:45:00,NSE,BOSLIM,34400.0,34350.0,34399.8,34353.55,44
2025-01-03 12:50:00,NSE,BOSLIM,34356.65,34311.05,34353.55,34355.9,110
2025-01-03 12:55:00,NSE,BOSLIM,34358.85,34320.6,34355.9,34358.85,71
2025-01-03 13:00:00,NSE,BOSLIM,34384.4,34341.4,34358.85,34383.35,63
2025-01-03 13:05:00,NSE,BOSLIM,34379.9,34320.0,34344.75,34364.8,100
2025-01-03 13:10:00,NSE,BOSLIM,34368.45,34315.0,34364.8,34325.6,66
2025-01-03 13:15:00,NSE,BOSLIM,34376.25,34311.0,34325.6,34343.2,131
2025-01-03 13:20:00,NSE,BOSLIM,34390.65,34343.2,34343.2,34380.0,42
2025-01-03 13:25:00,NSE,BOSLIM,34383.6,34330.0,34380.0,34363.6,101
2025-01-03 13:30:00,NSE,BOSLIM,34383.6,34347.9,34363.3,34347.9,94
2025-01-03 13:35:00,NSE,BOSLIM,34400.0,34324.25,34347.9,34400.0,97
2025-01-03 13:40:00,NSE,BOSLIM,34400.55,34390.15,34400.0,34399.5,147
2025-01-03 13:45:00,NSE,BOSLIM,34401.95,34385.0,34399.5,34399.6,82
2025-01-03 13:50:00,NSE,BOSLIM,34442.5,34374.25,34399.6,34427.65,165
2025-01-03 13:55:00,NSE,BOSLIM,34441.5,34369.45,34427.65,34385.95,83
2025-01-03 14:00:00,NSE,BOSLIM,34388.85,34331.5,34385.9,34343.1,70
2025-01-03 14:05:00,NSE,BOSLIM,34383.0,34329.25,34343.1,34354.0,74
2025-01-03 14:10:00,NSE,BOSLIM,34400.0,34333.95,34363.25,34398.0,83
2025-01-03 14:15:00,NSE,BOSLIM,34398.0,34333.95,34398.0,34344.0,67
2025-01-03 14:20:00,NSE,BOSLIM,34362.1,34320.0,34344.0,34325.7,74
2025-01-03 14:25:00,NSE,BOSLIM,34370.45,34325.7,34325.7,34369.65,106
2025-01-03 14:30:00,NSE,BOSLIM,34398.0,34329.0,34369.6,34365.7,468
2025-01-03 14:35:00,NSE,BOSLIM,34399.9,34322.55,34365.7,34379.5,221
2025-01-03 14:40:00,NSE,BOSLIM,34379.5,34332.7,34379.5,34366.15,162
2025-01-03 14:45:00,NSE,BOSLIM,34378.85,34339.2,34366.15,34366.05,67
2025-01-03 14:50:00,NSE,BOSLIM,34390.45,34321.25,34366.05,34321.25,167
2025-01-03 14:55:00,NSE,BOSLIM,34354.95,34301.55,34321.25,34336.5,206
2025-01-03 15:00:00,NSE,BOSLIM,34336.5,34220.85,34336.5,34251.75,730
2025-01-03 15:05:00,NSE,BOSLIM,34280.0,34180.0,34251.85,34230.0,399
2025-01-03 15:10:00,NSE,BOSLIM,34320.05,34225.5,34225.5,34239.7,453
2025-01-03 15:15:00,NSE,BOSLIM,34311.25,34200.0,34239.7,34257.9,950
2025-01-03 15:20:00,NSE,BOSLIM,34278.4,34219.4,34257.9,34235.15,505
2025-01-03 15:25:00,NSE,BOSLIM,34329.35,34191.75,34235.15,34280.0,495
2025-01-06 09:15:00,NSE,BOSLIM,34349.9,34200.35,34336.0,34233.8,445
2025-01-06 09:20:00,NSE,BOSLIM,34366.35,34231.95,34233.8,34350.4,144
2025-01-06 09:25:00,NSE,BOSLIM,34346.05,34170.0,34299.8,34199.05,379
2025-01-06 09:30:00,NSE,BOSLIM,34295.9,34210.35,34232.45,34210.35,205
2025-01-06 09:35:00,NSE,BOSLIM,34233.0,34139.4,34210.35,34233.0,130
2025-01-06 09:40:00,NSE,BOSLIM,34233.0,34075.0,34233.0,34139.0,143
2025-01-06 09:45:00,NSE,BOSLIM,34155.5,34035.5,34090.05,34155.5,317
2025-01-06 09:50:00,NSE,BOSLIM,34166.0,34046.6,34166.0,34082.25,182
2025-01-06 09:55:00,NSE,BOSLIM,34082.25,33990.0,34082.25,33990.0,110
2025-01-06 10:00:00,NSE,BOSLIM,34138.15,34071.75,34073.3,34093.55,151
2025-01-06 10:05:00,NSE,BOSLIM,34200.0,34089.25,34093.55,34189.75,122
2025-01-06 10:10:00,NSE,BOSLIM,34189.75,34132.5,34189.75,34188.6,31
2025-01-06 10:15:00,NSE,BOSLIM,34240.0,34151.3,34188.7,34168.0,67
2025-01-06 10:20:00,NSE,BOSLIM,34160.0,34035.0,34160.0,34035.0,40
2025-01-06 10:25:00,NSE,BOSLIM,34072.45,34021.75,34035.0,34040.1,81
2025-01-06 10:30:00,NSE,BOSLIM,34036.45,33919.0,34036.45,33919.0,282
2025-01-06 10:35:00,NSE,BOSLIM,33951.5,33910.5,33919.0,33933.95,73
2025-01-06 10:40:00,NSE,BOSLIM,33973.0,33900.05,33933.95,33941.05,129
2025-01-06 10:45:00,NSE,BOSLIM,33937.5,33873.1,33937.5,33889.0,48
2025-01-06 10:50:00,NSE,BOSLIM,33903.15,33808.05,33897.9,33839.95,186
2025-01-06 10:55:00,NSE,BOSLIM,33855.55,33795.0,33830.0,33800.0,100
2025-01-06 11:00:00,NSE,BOSLIM,33850.0,33800.0,33800.0,33837.5,55
2025-01-06 11:05:00,NSE,BOSLIM,33837.5,33750.0,33837.5,33760.0,118
2025-01-06 11:10:00,NSE,BOSLIM,33760.0,33687.25,33760.0,33759.85,186
2025-01-06 11:15:00,NSE,BOSLIM,33759.45,33689.65,33732.0,33747.15,62
2025-01-06 11:20:00,NSE,BOSLIM,33747.15,33675.1,33747.15,33744.85,127
2025-01-06 11:25:00,NSE,BOSLIM,33792.5,33715.55,33738.2,33748.95,79
2025-01-06 11:30:00,NSE,BOSLIM,33806.65,33741.9,33748.95,33770.2,63
2025-01-06 11:35:00,NSE,BOSLIM,33790.0,33726.05,33760.4,33769.9,122
2025-01-06 11:40:00,NSE,BOSLIM,33773.95,33702.6,33769.9,33706.35,85
2025-01-06 11:45:00,NSE,BOSLIM,33706.35,33626.05,33706.35,33640.0,286
2025-01-06 11:50:00,NSE,BOSLIM,33691.65,33637.0,33661.05,33672.55,70
2025-01-06 11:55:00,NSE,BOSLIM,33672.8,33590.05,33672.55,33602.55,94
2025-01-06 12:00:00,NSE,BOSLIM,33718.5,33602.55,33602.55,33690.0,183
2025-01-06 12:05:00,NSE,BOSLIM,33764.0,33679.6,33679.6,33739.3,28
2025-01-06 12:10:00,NSE,BOSLIM,33809.95,33737.95,33739.3,33780.05,102
2025-01-06 12:15:00,NSE,BOSLIM,33830.0,33708.4,33830.0,33749.8,157
2025-01-06 12:20:00,NSE,BOSLIM,33799.95,33740.1,33740.1,33773.3,90
2025-01-06 12:25:00,NSE,BOSLIM,33794.3,33734.35,33773.3,33763.15,26
2025-01-06 12:30:00,NSE,BOSLIM,33817.9,33746.4,33763.15,33814.0,72
2025-01-06 12:35:00,NSE,BOSLIM,33820.0,33719.55,33814.0,33802.2,139
2025-01-06 12:40:00,NSE,BOSLIM,33832.4,33798.25,33802.2,33798.25,20
2025-01-06 12:45:00,NSE,BOSLIM,33854.95,33781.2,33798.25,33854.95,57
2025-01-06 12:50:00,NSE,BOSLIM,33854.95,33722.85,33854.95,33790.0,87
2025-01-06 12:55:00,NSE,BOSLIM,33864.3,33754.85,33790.0,33850.0,207
2025-01-06 13:00:00,NSE,BOSLIM,33870.0,33755.05,33850.0,33815.0,228
2025-01-06 13:05:00,NSE,BOSLIM,33815.0,33784.5,33815.0,33799.0,19
2025-01-06 13:10:00,NSE,BOSLIM,33799.0,33710.0,33799.0,33710.0,132
2025-01-06 13:15:00,NSE,BOSLIM,33714.9,33655.0,33710.0,33660.0,71
2025-01-06 13:20:00,NSE,BOSLIM,33704.75,33650.0,33660.0,33674.45,70
2025-01-06 13:25:00,NSE,BOSLIM,33680.7,33650.05,33674.45,33675.3,20
2025-01-06 13:30:00,NSE,BOSLIM,33684.35,33610.15,33675.3,33684.35,84
2025-01-06 13:35:00,NSE,BOSLIM,33725.95,33650.5,33694.4,33667.0,177
2025-01-06 13:40:00,NSE,BOSLIM,33668.9,33620.9,33667.0,33646.65,35
2025-01-06 13:45:00,NSE,BOSLIM,33664.85,33620.9,33646.65,33630.4,71
2025-01-06 13:50:00,NSE,BOSLIM,33638.95,33608.0,33630.4,33608.0,32
2025-01-06 13:55:00,NSE,BOSLIM,33650.0,33609.6,33624.7,33625.1,124
2025-01-06 14:00:00,NSE,BOSLIM,33650.0,33620.25,33629.2,33649.4,32
2025-01-06 14:05:00,NSE,BOSLIM,33650.15,33627.85,33649.4,33650.0,144
2025-01-06 14:10:00,NSE,BOSLIM,33650.0,33582.65,33650.0,33598.3,703
2025-01-06 14:15:00,NSE,BOSLIM,33613.3,33570.0,33598.3,33580.0,86
2025-01-06 14:20:00,NSE,BOSLIM,33622.6,33551.65,33595.0,33565.5,66
2025-01-06 14:25:00,NSE,BOSLIM,33588.35,33505.55,33588.35,33552.35,179
2025-01-06 14:30:00,NSE,BOSLIM,33558.8,33520.15,33552.35,33530.0,46
2025-01-06 14:35:00,NSE,BOSLIM,33539.95,33443.95,33530.0,33449.25,241
2025-01-06 14:40:00,NSE,BOSLIM,33471.75,33405.0,33454.75,33470.0,130
2025-01-06 14:45:00,NSE,BOSLIM,33500.15,33425.8,33469.0,33500.15,181
2025-01-06 14:50:00,NSE,BOSLIM,33614.5,33500.15,33500.15,33589.2,150
2025-01-06 14:55:00,NSE,BOSLIM,33597.25,33535.25,33589.2,33578.0,115
2025-01-06 15:00:00,NSE,BOSLIM,33625.0,33544.45,33585.1,33553.0,115
2025-01-06 15:05:00,NSE,BOSLIM,33578.0,33537.0,33553.0,33561.0,141
2025-01-06 15:10:00,NSE,BOSLIM,33580.05,33450.0,33575.0,33483.7,296
2025-01-06 15:15:00,NSE,BOSLIM,33493.0,33440.55,33483.7,33479.3,381
2025-01-06 15:20:00,NSE,BOSLIM,33577.9,33488.85,33490.0,33555.0,730
2025-01-06 15:25:00,NSE,BOSLIM,33548.95,33110.05,33529.6,33404.0,809
2025-01-07 09:15:00,NSE,BOSLIM,33675.9,33351.15,33471.1,33450.85,392
2025-01-07 09:20:00,NSE,BOSLIM,33483.5,33351.05,33398.25,33483.5,148
2025-01-07 09:25:00,NSE,BOSLIM,33500.0,33415.0,33500.0,33424.1,222
