Symbol,Date,EntryTime,ExitTime,SignalType,TradeType,Open,High,Low,Close,Volume
DMART,2025-09-08T09:15:00,09:15:00,2025-09-08T11:45:00,BUY,PUT,4810,4814.9,4752.6,4755,6938
DMART,2025-09-17T09:15:00,09:15:00,2025-09-17T11:30:00,BUY,CALL,4712,4734.3,4701.1,4731.8,13666
DMART,2025-09-19T09:15:00,09:15:00,2025-09-19T09:30:00,BUY,CALL,4773,4798,4762.5,4795,26062
DMART,2025-11-17T09:15:00,09:15:00,2025-11-17T09:40:00,BUY,CALL,4059.9,4086,4050.1,4069.9,9042
DMART,2025-11-28T09:15:00,09:15:00,2025-11-28T10:15:00,BUY,CALL,4005,4022.9,4000,4022,4197
DMART,2025-12-18T09:15:00,09:15:00,2025-12-18T10:40:00,BUY,PUT,3814.8,3822.3,3795,3796.4,13883
DMART,2025-12-30T09:15:00,09:15:00,2025-12-30T10:30:00,BUY,CALL,3792,3804,3781.8,3797.1,5996
DMART,2026-01-01T09:15:00,09:15:00,2026-01-01T10:40:00,BUY,PUT,3794.8,3808,3758,3762.2,6460
DMART,2026-01-05T09:15:00,09:15:00,2026-01-05T11:00:00,BUY,PUT,3719.1,3719.1,3663.2,3688.8,41887
DMART,2026-01-07T09:15:00,09:15:00,2026-01-07T11:20:00,BUY,CALL,3665,3720,3662,3719.2,36194
DMART,2026-01-28T09:15:00,09:15:00,2026-01-28T10:25:00,BUY,CALL,3663,3700,3663,3695,6786
DMART,2026-02-12T09:15:00,09:15:00,2026-02-12T11:35:00,BUY,PUT,4000,4000,3961,3961,7395
DMART,2026-02-13T09:15:00,09:15:00,2026-02-13T10:45:00,BUY,PUT,3944.3,3949.5,3920,3920.2,5763
DMART,2026-04-23T09:15:00,09:15:00,2026-04-23T11:00:00,BUY,PUT,4590,4595,4553.7,4568.6,29755
DMART,2026-05-11T09:15:00,09:15:00,2026-05-11T10:05:00,BUY,PUT,4401.4,4422.5,4376,4381.1,9866
DMART,2026-05-20T09:15:00,09:15:00,2026-05-20T11:00:00,BUY,PUT,4235,4240.2,4207.4,4209.1,15912
DMART,2026-06-04T09:15:00,09:15:00,2026-06-04T10:35:00,BUY,CALL,4160,4216.9,4155.1,4215,33653
DMART,2026-06-16T09:15:00,09:15:00,2026-06-16T09:45:00,BUY,CALL,4109,4167,4109,4165.6,14700
DRREDDY,2025-01-17T09:15:00,09:15:00,2025-01-17T10:25:00,BUY,PUT,1298,1298.9,1288,1292,43350
DRREDDY,2025-01-28T09:15:00,09:15:00,2025-01-28T10:50:00,BUY,PUT,1197.55,1197.65,1178,1180.55,88106
DRREDDY,2025-02-04T09:15:00,09:15:00,2025-02-04T10:35:00,BUY,CALL,1206.7,1217,1201.45,1216.25,78063
DRREDDY,2025-02-11T09:15:00,09:15:00,2025-02-11T10:25:00,BUY,PUT,1220.95,1222.9,1209.9,1211,46358
DRREDDY,2025-02-24T09:15:00,09:15:00,2025-02-24T10:35:00,BUY,CALL,1151.95,1165,1151,1163.8,146434
DRREDDY,2025-03-12T09:15:00,09:15:00,2025-03-12T10:45:00,BUY,PUT,1116.65,1116.65,1108,1109.95,25526
DRREDDY,2025-03-17T09:15:00,09:15:00,2025-03-17T10:45:00,BUY,CALL,1107,1117.8,1101.5,1117.25,76984
DRREDDY,2025-04-02T09:15:00,09:15:00,2025-04-02T10:35:00,BUY,PUT,1150,1150,1138.5,1141,49300
DRREDDY,2025-05-13T09:15:00,09:15:00,2025-05-13T10:30:00,BUY,CALL,1198,1216.3,1196,1213.6,157462
DRREDDY,2025-05-15T09:15:00,09:15:00,2025-05-15T10:30:00,BUY,PUT,1215,1219.7,1206.8,1208.5,53064
DRREDDY,2025-05-21T09:15:00,09:15:00,2025-05-21T10:35:00,BUY,CALL,1225.8,1243.7,1225.8,1239.5,102777
DRREDDY,2025-06-02T09:15:00,09:15:00,2025-06-02T10:35:00,BUY,PUT,1251,1251,1235,1236.6,61620
DRREDDY,2025-07-08T09:15:00,09:15:00,2025-07-08T11:40:00,BUY,PUT,1310.2,1310.3,1286,1290.6,56626
DRREDDY,2025-08-06T09:15:00,09:15:00,2025-08-06T11:00:00,BUY,PUT,1214.8,1217.8,1196.4,1196.6,148217
DRREDDY,2025-10-24T09:15:00,09:15:00,2025-10-24T09:30:00,BUY,PUT,1280,1286.1,1265.5,1269.8,50504
DRREDDY,2025-12-09T09:15:00,09:15:00,2025-12-09T10:20:00,BUY,PUT,1266.5,1267.4,1260.4,1260.4,17647
DRREDDY,2026-02-06T09:15:00,09:15:00,2026-02-06T11:00:00,BUY,PUT,1244.9,1248.9,1236.5,1239.6,24649
DRREDDY,2026-02-17T09:15:00,09:15:00,2026-02-17T10:35:00,BUY,PUT,1266,1268.7,1258.2,1261,8970
DRREDDY,2026-03-12T09:15:00,09:15:00,2026-03-12T10:15:00,BUY,PUT,1321,1324.3,1305.2,1310.4,63588
DRREDDY,2026-06-05T09:15:00,09:15:00,2026-06-05T10:00:00,BUY,CALL,1273,1278.9,1271.7,1277.1,11580
DRREDDY,2026-06-23T09:15:00,09:15:00,2026-06-23T10:30:00,BUY,CALL,1297.2,1309.8,1294.9,1306.1,118724
DRREDDY,2026-06-25T09:15:00,09:15:00,2026-06-25T11:15:00,BUY,CALL,1331.9,1353.9,1331.9,1351.1,112541
EICHERMOT,2025-01-21T09:15:00,09:15:00,2025-01-21T10:05:00,BUY,CALL,5032.35,5062.1,5018.6,5056.95,8078
EICHERMOT,2025-01-24T09:15:00,09:15:00,2025-01-24T09:50:00,BUY,CALL,5133.95,5175,5120,5174.95,35379
EICHERMOT,2025-02-05T09:15:00,09:15:00,2025-02-05T10:20:00,BUY,PUT,5449.95,5470,5413.4,5420.6,10448
EICHERMOT,2025-03-06T09:15:00,09:15:00,2025-03-06T10:20:00,BUY,CALL,5000,5059.5,4995.65,5057.85,36616
EICHERMOT,2025-03-18T09:15:00,09:15:00,2025-03-18T10:55:00,BUY,CALL,5066.2,5103.9,5065.7,5085.15,12699
EICHERMOT,2025-05-14T09:15:00,09:15:00,2025-05-14T09:35:00,BUY,PUT,5427.5,5440,5360,5371.5,29947
EICHERMOT,2025-05-19T09:15:00,09:15:00,2025-05-19T10:50:00,BUY,CALL,5510.5,5565,5509.5,5560.5,20067
EICHERMOT,2025-05-26T09:15:00,09:15:00,2025-05-26T10:25:00,BUY,CALL,5403,5435,5400.5,5434.5,11246
EICHERMOT,2025-06-16T09:15:00,09:15:00,2025-06-16T09:45:00,BUY,CALL,5318,5352,5314,5347,5713
EICHERMOT,2025-07-09T09:15:00,09:15:00,2025-07-09T10:55:00,BUY,CALL,5670.5,5695.5,5669.5,5693,4789
EICHERMOT,2025-08-11T09:15:00,09:15:00,2025-08-11T10:50:00,BUY,CALL,5677,5708.5,5670.5,5705,10254
EICHERMOT,2025-09-01T09:15:00,09:15:00,2025-09-01T11:30:00,BUY,CALL,6085,6160,6085,6150.5,19413
EICHERMOT,2025-09-08T09:15:00,09:15:00,2025-09-08T12:50:00,BUY,CALL,6570.5,6642,6569,6624.5,37139
EICHERMOT,2025-10-16T09:15:00,09:15:00,2025-10-16T10:45:00,BUY,CALL,6893,6950,6892,6944.5,11194
EICHERMOT,2025-11-04T09:15:00,09:15:00,2025-11-04T09:55:00,BUY,PUT,7050,7060,6952,6955,27215
EICHERMOT,2025-11-24T09:15:00,09:15:00,2025-11-24T11:25:00,BUY,CALL,7151.5,7223,7135,7213,45748
EICHERMOT,2025-12-03T09:15:00,09:15:00,2025-12-03T11:10:00,BUY,PUT,7090,7105,7065,7065,16742
EICHERMOT,2025-12-05T09:15:00,09:15:00,2025-12-05T10:55:00,BUY,CALL,7120,7164.5,7070.5,7164.5,20352
EICHERMOT,2025-12-11T09:15:00,09:15:00,2025-12-11T11:00:00,BUY,CALL,7250,7305,7233,7296,43228
EICHERMOT,2025-12-17T09:15:00,09:15:00,2025-12-17T10:55:00,BUY,CALL,7104,7168,7080.5,7158.5,44868
EICHERMOT,2025-12-18T09:15:00,09:15:00,2025-12-18T10:25:00,BUY,PUT,7135,7144,7060.5,7071,15926
EICHERMOT,2025-12-19T09:15:00,09:15:00,2025-12-19T10:50:00,BUY,CALL,7075,7172,7075,7155.5,23083
EICHERMOT,2025-12-30T09:15:00,09:15:00,2025-12-30T09:35:00,BUY,PUT,7272,7274.5,7190.5,7210,17134
EICHERMOT,2026-01-12T09:15:00,09:15:00,2026-01-12T11:45:00,BUY,PUT,7477,7507,7448,7460,10982
EICHERMOT,2026-01-14T09:15:00,09:15:00,2026-01-14T10:50:00,BUY,PUT,7390,7390,7236,7283.5,26256
EICHERMOT,2026-05-04T09:15:00,09:15:00,2026-05-04T10:10:00,BUY,CALL,7109,7224.5,7070,7200,40827
EICHERMOT,2026-06-25T09:15:00,09:15:00,2026-06-25T10:25:00,BUY,CALL,7620,7674.5,7609.5,7665,14583
ETERNAL,2025-06-10T09:15:00,09:15:00,2025-06-10T10:30:00,BUY,PUT,256.75,256.8,254.28,254.54,2283756
ETERNAL,2025-06-12T09:15:00,09:15:00,2025-06-12T11:05:00,BUY,PUT,257.1,257.1,254.5,254.5,1198900
ETERNAL,2025-06-26T09:15:00,09:15:00,2025-06-26T11:00:00,BUY,CALL,259.49,261.52,258.95,261.2,1810037
ETERNAL,2025-07-03T09:15:00,09:15:00,2025-07-03T09:45:00,BUY,CALL,260.2,264.25,260.1,263.7,1410800
ETERNAL,2025-07-08T09:15:00,09:15:00,2025-07-08T10:30:00,BUY,CALL,259.65,262.05,259.5,261.7,894124
ETERNAL,2025-09-09T09:15:00,09:15:00,2025-09-09T10:30:00,BUY,PUT,329,329.65,327.2,327.55,930100
ETERNAL,2025-10-13T09:15:00,09:15:00,2025-10-13T09:35:00,BUY,CALL,347.5,350.65,345.95,350.4,937134
ETERNAL,2025-11-12T09:15:00,09:15:00,2025-11-12T10:45:00,BUY,CALL,308,309.95,307.35,309.75,2148591
ETERNAL,2025-11-19T09:15:00,09:15:00,2025-11-19T09:55:00,BUY,PUT,305,305.2,302.6,304,997446
ETERNAL,2025-12-02T09:15:00,09:15:00,2025-12-02T10:50:00,BUY,PUT,300.6,301.8,298.1,298.75,1839997
ETERNAL,2025-12-04T09:15:00,09:15:00,2025-12-04T10:30:00,BUY,PUT,297.6,297.6,294.85,295.45,830923
ETERNAL,2025-12-05T09:15:00,09:15:00,2025-12-05T09:55:00,BUY,CALL,295,299.55,295,299.3,1162193
ETERNAL,2025-12-30T09:15:00,09:15:00,2025-12-30T11:05:00,BUY,PUT,282.5,282.5,279.25,279.35,1145195
ETERNAL,2026-01-01T09:15:00,09:15:00,2026-01-01T11:30:00,BUY,CALL,278.6,280.8,278.55,280.4,417374
ETERNAL,2026-01-27T09:15:00,09:15:00,2026-01-27T09:30:00,BUY,PUT,258.05,260.4,254.05,254.45,5798302
ETERNAL,2026-03-18T09:15:00,09:15:00,2026-03-18T11:05:00,BUY,CALL,235.8,237.78,234.04,237.47,5690463
EXIDEIND,2025-04-04T09:15:00,09:15:00,2025-04-04T10:35:00,BUY,PUT,371.95,373.5,368,368.3,85299
EXIDEIND,2025-06-11T09:15:00,09:15:00,2025-06-11T10:20:00,BUY,CALL,401.85,407.75,401.1,407.5,299434
EXIDEIND,2025-07-16T09:15:00,09:15:00,2025-07-16T10:35:00,BUY,PUT,386,386.35,377.55,381.55,229160
EXIDEIND,2025-10-23T09:15:00,09:15:00,2025-10-23T11:00:00,BUY,PUT,400.75,401,397.15,397.85,108538
EXIDEIND,2025-11-04T09:15:00,09:15:00,2025-11-04T11:10:00,BUY,PUT,383.3,383.75,380.4,380.7,149752
EXIDEIND,2025-11-11T09:15:00,09:15:00,2025-11-11T11:00:00,BUY,PUT,379,380,377.1,377.1,20533
EXIDEIND,2025-11-13T09:15:00,09:15:00,2025-11-13T09:50:00,BUY,PUT,380.4,380.4,378.5,378.85,27477
EXIDEIND,2025-11-18T09:15:00,09:15:00,2025-11-18T10:00:00,BUY,PUT,382.2,383.45,379,379.5,188209
EXIDEIND,2025-12-18T09:15:00,09:15:00,2025-12-18T10:40:00,BUY,PUT,363,363.7,361.15,361.75,23091
EXIDEIND,2026-01-16T09:15:00,09:15:00,2026-01-16T11:05:00,BUY,CALL,345.35,347.8,344.6,347.6,29551
EXIDEIND,2026-02-12T09:15:00,09:15:00,2026-02-12T10:50:00,BUY,PUT,341.1,341.1,337,337.85,62123
EXIDEIND,2026-06-04T09:15:00,09:15:00,2026-06-04T11:50:00,BUY,CALL,400.05,404.25,399.05,402.65,358683
FEDERALBNK,2025-01-10T09:15:00,09:15:00,2025-01-10T10:40:00,BUY,PUT,193.5,193.6,191.12,191.18,328494
FEDERALBNK,2025-02-11T09:15:00,09:15:00,2025-02-11T11:05:00,BUY,PUT,186.76,187.99,185.79,185.8,134780
FEDERALBNK,2025-03-24T09:15:00,09:15:00,2025-03-24T11:20:00,BUY,CALL,187.9,189.31,187.3,189.19,190877
FEDERALBNK,2025-04-22T09:15:00,09:15:00,2025-04-22T10:40:00,BUY,CALL,202.7,205.5,202.55,204.2,1154471
FEDERALBNK,2025-05-27T09:15:00,09:15:00,2025-05-27T09:30:00,BUY,CALL,202.25,203.13,201.95,202.82,210867
FEDERALBNK,2025-06-24T09:15:00,09:15:00,2025-06-24T12:10:00,BUY,CALL,208.21,208.99,208.11,208.86,227476
FEDERALBNK,2025-06-26T09:15:00,09:15:00,2025-06-26T11:10:00,BUY,PUT,211.5,211.67,208.81,209.06,324717
FEDERALBNK,2025-07-07T09:15:00,09:15:00,2025-07-07T11:10:00,BUY,CALL,215.51,216.47,215.21,216.45,131515
FEDERALBNK,2025-07-15T09:15:00,09:15:00,2025-07-15T09:20:00,BUY,CALL,211.05,212.28,211.01,212,91722
FEDERALBNK,2025-09-17T09:15:00,09:15:00,2025-09-17T11:15:00,BUY,CALL,197,197.98,196.92,197.71,108102
FEDERALBNK,2025-10-07T09:15:00,09:15:00,2025-10-07T11:10:00,BUY,CALL,194.1,196.4,194.1,196.2,427209
FEDERALBNK,2025-10-10T09:15:00,09:15:00,2025-10-10T10:50:00,BUY,CALL,206.91,208.75,206.53,208.64,197463
FEDERALBNK,2025-10-13T09:15:00,09:15:00,2025-10-13T11:35:00,BUY,CALL,208.1,210.33,207.32,210,265272
FEDERALBNK,2025-12-02T09:15:00,09:15:00,2025-12-02T10:30:00,BUY,CALL,256.6,258.7,256.6,258.55,277101
FEDERALBNK,2025-12-03T09:15:00,09:15:00,2025-12-03T09:25:00,BUY,CALL,259,259.85,258.4,259.8,288040
FEDERALBNK,2025-12-15T09:15:00,09:15:00,2025-12-15T10:40:00,BUY,CALL,262,263,260.9,262.85,343942
FEDERALBNK,2026-01-05T09:15:00,09:15:00,2026-01-05T11:00:00,BUY,PUT,266.95,267.1,264.1,264.1,212259
FEDERALBNK,2026-02-18T09:15:00,09:15:00,2026-02-18T10:55:00,BUY,CALL,289,290.95,287.85,290.75,153812
FEDERALBNK,2026-04-24T09:15:00,09:15:00,2026-04-24T09:55:00,BUY,CALL,296,298.3,295.1,297.55,300379
FEDERALBNK,2026-05-05T09:15:00,09:15:00,2026-05-05T09:50:00,BUY,PUT,289.35,289.35,286.6,287.05,151726
FORTIS,2025-04-04T09:15:00,09:15:00,2025-04-04T10:55:00,BUY,PUT,658.95,661.1,651.5,652.5,31273
FORTIS,2025-05-13T09:15:00,09:15:00,2025-05-13T10:40:00,BUY,PUT,676.65,678.7,666.1,667.25,50939
FORTIS,2025-05-19T09:15:00,09:15:00,2025-05-19T10:10:00,BUY,PUT,702,705,691.6,695.7,52465
FORTIS,2025-06-16T09:15:00,09:15:00,2025-06-16T09:35:00,BUY,CALL,755,763.25,754,762.2,48917
FORTIS,2025-07-08T09:15:00,09:15:00,2025-07-08T10:25:00,BUY,CALL,806.9,813,803.75,812,43030
FORTIS,2025-07-15T09:15:00,09:15:00,2025-07-15T11:25:00,BUY,CALL,783.1,792.05,780,792.05,51329
FORTIS,2025-08-13T09:15:00,09:15:00,2025-08-13T10:30:00,BUY,CALL,933,939.25,933,939.2,112359
FORTIS,2025-09-08T09:15:00,09:15:00,2025-09-08T11:05:00,BUY,PUT,949.05,950,940.45,940.45,36294
FORTIS,2025-09-15T09:15:00,09:15:00,2025-09-15T10:00:00,BUY,PUT,969,972.75,962.25,962.25,24851
FORTIS,2025-09-19T09:15:00,09:15:00,2025-09-19T10:45:00,BUY,PUT,967.6,968.5,956.9,957.1,58060
FORTIS,2025-10-08T09:15:00,09:15:00,2025-10-08T11:05:00,BUY,CALL,1041.8,1050.05,1041.3,1048.8,58100
FORTIS,2025-10-23T09:15:00,09:15:00,2025-10-23T13:00:00,BUY,PUT,1098.15,1104,1084,1088.9,144536
FORTIS,2025-11-06T09:15:00,09:15:00,2025-11-06T10:55:00,BUY,PUT,1025,1029.9,1010.2,1010.2,111888
FORTIS,2025-11-13T09:15:00,09:15:00,2025-11-13T10:30:00,BUY,PUT,971,973,954.1,958.9,127057
FORTIS,2025-11-18T09:15:00,09:15:00,2025-11-18T11:20:00,BUY,PUT,946.4,946.4,934.1,936,129354
FORTIS,2026-03-18T09:15:00,09:15:00,2026-03-18T11:00:00,BUY,CALL,824.45,836.55,823.35,836.5,66692
FORTIS,2026-04-21T09:15:00,09:15:00,2026-04-21T11:40:00,BUY,CALL,894,901.3,890.95,898.6,38254
GAIL,2025-01-06T09:15:00,09:15:00,2025-01-06T11:25:00,BUY,PUT,191.38,191.4,188.76,189.28,1035988
GAIL,2025-03-21T09:15:00,09:15:00,2025-03-21T11:40:00,BUY,CALL,168.45,171,168.4,170.67,815106
GAIL,2025-04-04T09:15:00,09:15:00,2025-04-04T10:40:00,BUY,PUT,183.19,184.9,181.7,181.8,378768
GAIL,2025-04-29T09:15:00,09:15:00,2025-04-29T10:30:00,BUY,CALL,189.42,192,189.38,191.75,266603
GAIL,2025-05-26T09:15:00,09:15:00,2025-05-26T10:30:00,BUY,CALL,192,193.8,191.96,193.11,275001
GAIL,2025-05-29T09:15:00,09:15:00,2025-05-29T10:05:00,BUY,PUT,193.75,194.13,192,192.53,1086439
GAIL,2025-07-08T09:15:00,09:15:00,2025-07-08T10:30:00,BUY,CALL,193.1,194.55,192.74,194.39,592569
GAIL,2025-08-07T09:15:00,09:15:00,2025-08-07T10:20:00,BUY,PUT,169.66,169.66,168.2,168.46,313556
GAIL,2025-08-14T09:15:00,09:15:00,2025-08-14T09:30:00,BUY,CALL,173.06,174.8,173.06,174.44,113129
GAIL,2025-09-10T09:15:00,09:15:00,2025-09-10T10:40:00,BUY,CALL,173.4,174.06,173.1,173.77,108303
GAIL,2025-10-13T09:15:00,09:15:00,2025-10-13T10:10:00,BUY,PUT,178.8,178.8,176.89,177.77,416173
GAIL,2025-10-17T09:15:00,09:15:00,2025-10-17T11:00:00,BUY,PUT,179.21,179.21,177.59,177.68,196602
GAIL,2025-11-26T09:15:00,09:15:00,2025-11-26T10:55:00,BUY,CALL,180.1,182.28,180,182.02,130230
GAIL,2025-12-03T09:15:00,09:15:00,2025-12-03T11:30:00,BUY,PUT,175.05,175.5,173.61,173.96,397347
GAIL,2025-12-31T09:15:00,09:15:00,2025-12-31T10:45:00,BUY,CALL,170.7,171.45,170.7,171.43,78224
GAIL,2026-01-06T09:15:00,09:15:00,2026-01-06T09:45:00,BUY,PUT,173,173,171.06,171.2,775105
GAIL,2026-01-19T09:15:00,09:15:00,2026-01-19T11:10:00,BUY,CALL,164.24,165.59,163.69,165.57,210217
GAIL,2026-02-16T09:15:00,09:15:00,2026-02-16T10:55:00,BUY,CALL,161.68,163.23,161.3,163.15,407765
GAIL,2026-04-23T09:15:00,09:15:00,2026-04-23T09:35:00,BUY,CALL,166,167.89,164.85,167.86,1704914
GLENMARK,2025-01-21T09:15:00,09:15:00,2025-01-21T10:15:00,BUY,CALL,1507.3,1517.45,1507.3,1517,7621
GLENMARK,2025-01-24T09:15:00,09:15:00,2025-01-24T10:55:00,BUY,PUT,1507,1507,1487.75,1488.25,8000
GLENMARK,2025-02-27T09:15:00,09:15:00,2025-02-27T10:05:00,BUY,PUT,1314.4,1318.95,1302.2,1305.8,15813
GLENMARK,2025-06-12T09:15:00,09:15:00,2025-06-12T10:15:00,BUY,CALL,1639.9,1650,1637.5,1647.5,35601
GLENMARK,2025-06-19T09:15:00,09:15:00,2025-06-19T11:30:00,BUY,PUT,1660.8,1661.6,1647.3,1648.6,11607
GLENMARK,2025-06-20T09:15:00,09:15:00,2025-06-20T10:20:00,BUY,PUT,1633.9,1640.4,1630.1,1630.5,12365
GLENMARK,2025-07-10T09:15:00,09:15:00,2025-07-10T12:10:00,BUY,CALL,1821.5,1839.1,1813.1,1838,128684
GLENMARK,2025-08-26T09:15:00,09:15:00,2025-08-26T10:10:00,BUY,PUT,1956.5,1957.8,1940.3,1941.4,12244
GLENMARK,2025-09-05T09:15:00,09:15:00,2025-09-05T10:45:00,BUY,CALL,1990.9,2009.8,1990.9,2008.5,18403
GLENMARK,2025-10-27T09:15:00,09:15:00,2025-10-27T09:40:00,BUY,PUT,1815,1818.8,1801.1,1803,104433
GLENMARK,2025-11-04T09:15:00,09:15:00,2025-11-04T11:20:00,BUY,PUT,1907.9,1907.9,1874.2,1880.2,31216
GLENMARK,2025-11-27T09:15:00,09:15:00,2025-11-27T10:50:00,BUY,CALL,1924.7,1940,1922.3,1934.1,71392
GLENMARK,2025-12-08T09:15:00,09:15:00,2025-12-08T09:25:00,BUY,PUT,1969.4,1969.4,1951,1953.3,18474
GLENMARK,2026-03-19T09:15:00,09:15:00,2026-03-19T10:10:00,BUY,PUT,2174,2176.6,2146.8,2147.9,24837
GLENMARK,2026-04-07T09:15:00,09:15:00,2026-04-07T10:10:00,BUY,PUT,2100,2100,2068.2,2078.2,18087
GMRAIRPORT,2025-04-17T09:15:00,09:15:00,2025-04-17T11:30:00,BUY,CALL,85.5,86.33,85.49,86.19,543318
GMRAIRPORT,2025-08-28T09:15:00,09:15:00,2025-08-28T10:45:00,BUY,PUT,88.49,88.6,87.6,87.73,303645
GMRAIRPORT,2025-09-19T09:15:00,09:15:00,2025-09-19T10:15:00,BUY,CALL,91.76,92.69,91.75,92.25,894569
GMRAIRPORT,2025-11-24T09:15:00,09:15:00,2025-11-24T09:35:00,BUY,PUT,104.68,104.7,103.04,103.32,1026525
GMRAIRPORT,2026-01-05T09:15:00,09:15:00,2026-01-05T10:25:00,BUY,CALL,106,108.02,105.85,107.58,1918727
GMRAIRPORT,2026-01-16T09:15:00,09:15:00,2026-01-16T11:10:00,BUY,CALL,99.99,100.8,99.99,100.77,410576
GMRAIRPORT,2026-02-10T09:15:00,09:15:00,2026-02-10T09:20:00,BUY,CALL,98.15,98.57,97.84,98.38,465395
GMRAIRPORT,2026-03-25T09:15:00,09:15:00,2026-03-25T11:00:00,BUY,CALL,89.5,90.6,89.31,90.57,529647
GMRAIRPORT,2026-05-27T09:15:00,09:15:00,2026-05-27T11:05:00,BUY,CALL,96.26,97.65,96.26,97.53,754961
GODREJCP,2025-02-07T09:15:00,09:15:00,2025-02-07T10:30:00,BUY,PUT,1120,1122.05,1108.5,1108.5,8858
GODREJCP,2025-02-17T09:15:00,09:15:00,2025-02-17T10:35:00,BUY,PUT,1058,1058,1039.95,1043.45,19468
GODREJCP,2025-02-18T09:15:00,09:15:00,2025-02-18T11:00:00,BUY,PUT,1044.35,1044.45,1027.7,1029.15,25934
GODREJCP,2025-02-19T09:15:00,09:15:00,2025-02-19T10:20:00,BUY,PUT,1016,1017.95,1004.2,1005.55,44245
GODREJCP,2025-05-22T09:15:00,09:15:00,2025-05-22T10:35:00,BUY,PUT,1284.5,1284.8,1265.8,1269.8,16567
GODREJCP,2025-06-12T09:15:00,09:15:00,2025-06-12T11:20:00,BUY,PUT,1225,1225.9,1217.4,1218.3,23769
GODREJCP,2025-09-10T09:15:00,09:15:00,2025-09-10T09:55:00,BUY,CALL,1249,1254.7,1248,1252,23161
GODREJCP,2025-09-15T09:15:00,09:15:00,2025-09-15T10:10:00,BUY,CALL,1243,1254.9,1243,1251.5,20589
GODREJCP,2025-12-01T09:15:00,09:15:00,2025-12-01T11:15:00,BUY,PUT,1145,1145.9,1135.6,1138.3,17186
GODREJCP,2026-01-06T09:15:00,09:15:00,2026-01-06T10:35:00,BUY,PUT,1244,1244,1230,1231.5,14632
GODREJCP,2026-01-19T09:15:00,09:15:00,2026-01-19T10:35:00,BUY,CALL,1237.2,1247.4,1237.2,1246.1,11132
GODREJCP,2026-04-30T09:15:00,09:15:00,2026-04-30T10:30:00,BUY,PUT,1085.1,1089.9,1076.75,1078.45,31240
GODREJCP,2026-05-26T09:15:00,09:15:00,2026-05-26T10:50:00,BUY,CALL,1018,1024.8,1016.1,1024.8,25691
GODREJCP,2026-06-11T09:15:00,09:15:00,2026-06-11T10:20:00,BUY,PUT,1028,1028,1008.8,1014,19269
GODREJPROP,2025-02-11T09:15:00,09:15:00,2025-02-11T11:55:00,BUY,PUT,2122.85,2130,2093,2100.75,23381
GODREJPROP,2025-02-12T09:15:00,09:15:00,2025-02-12T10:30:00,BUY,PUT,2026,2026.95,2000.6,2000.6,37737
GODREJPROP,2025-03-21T09:15:00,09:15:00,2025-03-21T10:55:00,BUY,CALL,2114.95,2128.85,2102.05,2125.75,25080
GODREJPROP,2025-05-06T09:15:00,09:15:00,2025-05-06T11:50:00,BUY,PUT,2221.3,2228.9,2193.6,2197.9,36326
GODREJPROP,2025-06-06T09:15:00,09:15:00,2025-06-06T12:00:00,BUY,CALL,2320,2349.8,2319.2,2346.8,60888
GODREJPROP,2025-06-16T09:15:00,09:15:00,2025-06-16T09:30:00,BUY,CALL,2414,2421.4,2408.4,2419.5,23376
GODREJPROP,2025-07-15T09:15:00,09:15:00,2025-07-15T09:25:00,BUY,CALL,2256.9,2270,2256.9,2267.9,14308
GODREJPROP,2025-08-26T09:15:00,09:15:00,2025-08-26T10:55:00,BUY,PUT,2069,2070,2046.3,2050.4,16476
GODREJPROP,2025-09-02T09:15:00,09:15:00,2025-09-02T11:10:00,BUY,CALL,1957.2,1976.7,1957.2,1974.3,33218
GODREJPROP,2025-11-14T09:15:00,09:15:00,2025-11-14T09:40:00,BUY,PUT,2205.8,2205.9,2176,2186,13181
GODREJPROP,2025-11-18T09:15:00,09:15:00,2025-11-18T10:45:00,BUY,PUT,2181.6,2184.6,2156.6,2164,17483
GODREJPROP,2025-12-08T09:15:00,09:15:00,2025-12-08T11:35:00,BUY,PUT,2086,2092.7,2054.2,2055,14968
GODREJPROP,2026-01-19T09:15:00,09:15:00,2026-01-19T11:00:00,BUY,PUT,1889,1889,1854.4,1864.5,59650
GODREJPROP,2026-02-18T09:15:00,09:15:00,2026-02-18T10:00:00,BUY,CALL,1850.1,1873,1846.5,1862.1,27261
GODREJPROP,2026-05-22T09:15:00,09:15:00,2026-05-22T10:50:00,BUY,PUT,1743.3,1743.3,1720.1,1723.6,14188
GRASIM,2025-02-25T09:15:00,09:15:00,2025-02-25T09:40:00,BUY,PUT,2392,2399.9,2367.1,2373.2,14910
GRASIM,2025-02-27T09:15:00,09:15:00,2025-02-27T11:35:00,BUY,PUT,2371,2379.3,2347.9,2351.5,19160
GRASIM,2025-03-07T09:15:00,09:15:00,2025-03-07T09:45:00,BUY,CALL,2381.7,2415,2380.05,2410.6,9146
GRASIM,2025-03-19T09:15:00,09:15:00,2025-03-19T10:45:00,BUY,CALL,2429,2443.85,2427.05,2442.65,9782
GRASIM,2025-05-22T09:15:00,09:15:00,2025-05-22T10:35:00,BUY,PUT,2696.9,2702.3,2682.5,2683.9,9979
GRASIM,2025-05-27T09:15:00,09:15:00,2025-05-27T10:50:00,BUY,PUT,2656,2658.4,2631.1,2632.2,29237
