Symbol,Date,EntryTime,ExitTime,SignalType,TradeType,Open,High,Low,Close,Volume
ADANIENSOL,2026-06-29T09:15:00,09:15:00,2026-06-29T10:25:00,BUY,PUT,1505,1505,1482.6,1485.5,84372
ADANIENT,2025-01-10T09:15:00,09:15:00,2025-01-10T10:45:00,BUY,PUT,2406.21,2408.78,2371.65,2372.72,43304
ADANIENT,2025-03-10T09:15:00,09:15:00,2025-03-10T11:05:00,BUY,CALL,2173.59,2200.73,2173.59,2197.97,44094
ADANIENT,2025-07-01T09:15:00,09:15:00,2025-07-01T10:10:00,BUY,CALL,2544.8,2556.82,2543.06,2551.98,45681
ADANIENT,2025-08-14T09:15:00,09:15:00,2025-08-14T09:25:00,BUY,CALL,2218.18,2233.69,2218.18,2230.98,36109
ADANIENT,2025-09-08T09:15:00,09:15:00,2025-09-08T10:45:00,BUY,CALL,2220.12,2233.89,2216.24,2231.37,14397
ADANIENT,2025-10-16T09:15:00,09:15:00,2025-10-16T10:50:00,BUY,CALL,2467.15,2484.79,2463.36,2482.95,44691
ADANIENT,2025-11-20T09:15:00,09:15:00,2025-11-20T10:25:00,BUY,CALL,2450.1,2470,2450.1,2470,164684
ADANIENT,2025-12-31T09:15:00,09:15:00,2025-12-31T10:00:00,BUY,CALL,2216.3,2231.8,2216.3,2228.2,24587
ADANIENT,2026-02-13T09:15:00,09:15:00,2026-02-13T10:35:00,BUY,PUT,2210,2210,2180.7,2181.2,63016
ADANIENT,2026-03-18T09:15:00,09:15:00,2026-03-18T10:25:00,BUY,CALL,1988.9,2017,1982.2,2015.7,80394
ADANIENT,2026-04-10T09:15:00,09:15:00,2026-04-10T12:15:00,BUY,CALL,2043.1,2079.4,2043.1,2070.5,137122
ADANIENT,2026-04-22T09:15:00,09:15:00,2026-04-22T10:10:00,BUY,CALL,2229,2247,2224.1,2238.4,118316
ADANIENT,2026-06-04T09:15:00,09:15:00,2026-06-04T10:35:00,BUY,CALL,2920,2960.6,2918.1,2958.9,110186
ADANIENT,2026-06-18T09:15:00,09:15:00,2026-06-18T10:00:00,BUY,CALL,2952,2985,2952,2976.3,71905
ADANIGREEN,2025-02-07T09:15:00,09:15:00,2025-02-07T10:10:00,BUY,PUT,999.05,1003.45,988,992,81564
ADANIGREEN,2025-03-19T09:15:00,09:15:00,2025-03-19T11:20:00,BUY,CALL,904.05,915,901.4,911.3,222838
ADANIGREEN,2025-07-10T09:15:00,09:15:00,2025-07-10T10:55:00,BUY,CALL,999,1003.9,994.3,1002.7,74904
ADANIGREEN,2025-07-11T09:15:00,09:15:00,2025-07-11T09:45:00,BUY,CALL,999,1009.1,996.8,1008.8,148522
ADANIGREEN,2025-08-26T09:15:00,09:15:00,2025-08-26T11:05:00,BUY,PUT,964.15,965.75,955.2,955.6,57598
ADANIGREEN,2025-10-07T09:15:00,09:15:00,2025-10-07T10:30:00,BUY,CALL,1062,1079.4,1061.6,1075.5,267828
ADANIGREEN,2025-10-24T09:15:00,09:15:00,2025-10-24T11:00:00,BUY,PUT,1049.4,1049.4,1038,1038.5,58960
ADANIGREEN,2025-11-12T09:15:00,09:15:00,2025-11-12T10:45:00,BUY,CALL,1050.2,1060.2,1050.2,1055.5,127451
ADANIGREEN,2025-11-20T09:15:00,09:15:00,2025-11-20T09:50:00,BUY,CALL,1074,1083,1071,1082.3,101897
ADANIGREEN,2025-12-15T09:15:00,09:15:00,2025-12-15T10:40:00,BUY,CALL,1044.7,1050.7,1038.9,1049.2,223732
ADANIGREEN,2026-06-04T09:15:00,09:15:00,2026-06-04T10:25:00,BUY,CALL,1428,1441,1419.5,1439.9,145895
ADANIPORTS,2025-01-09T09:15:00,09:15:00,2025-01-09T10:25:00,BUY,PUT,1155.4,1156.65,1140.1,1141.4,69186
ADANIPORTS,2025-03-05T09:15:00,09:15:00,2025-03-05T11:05:00,BUY,CALL,1056.15,1071,1055,1070.4,60361
ADANIPORTS,2025-04-04T09:15:00,09:15:00,2025-04-04T10:50:00,BUY,PUT,1196,1200.1,1185,1185.8,82004
ADANIPORTS,2025-05-21T09:15:00,09:15:00,2025-05-21T09:40:00,BUY,PUT,1380,1384.6,1371.5,1374.9,107945
ADANIPORTS,2025-05-22T09:15:00,09:15:00,2025-05-22T10:05:00,BUY,CALL,1380.5,1401.2,1380.2,1399.3,123336
ADANIPORTS,2025-06-10T09:15:00,09:15:00,2025-06-10T10:35:00,BUY,CALL,1471.9,1480.6,1470.2,1480,54750
ADANIPORTS,2025-06-19T09:15:00,09:15:00,2025-06-19T10:45:00,BUY,PUT,1371.9,1372.6,1362.3,1363.4,68927
ADANIPORTS,2025-07-11T09:15:00,09:15:00,2025-07-11T09:35:00,BUY,CALL,1444.5,1453.9,1441,1450.1,56709
ADANIPORTS,2025-08-19T09:15:00,09:15:00,2025-08-19T10:15:00,BUY,CALL,1332,1340,1325,1337.7,96872
ADANIPORTS,2025-09-04T09:15:00,09:15:00,2025-09-04T10:10:00,BUY,CALL,1338,1348,1336.6,1345,70451
ADANIPORTS,2025-09-16T09:15:00,09:15:00,2025-09-16T10:25:00,BUY,CALL,1400,1405,1396.6,1403.6,91562
ADANIPORTS,2025-09-17T09:15:00,09:15:00,2025-09-17T10:25:00,BUY,PUT,1410,1413.1,1396.2,1400.6,69352
ADANIPORTS,2025-11-26T09:15:00,09:15:00,2025-11-26T10:45:00,BUY,CALL,1484.3,1507.6,1484.3,1502.9,127520
ADANIPORTS,2026-01-16T09:15:00,09:15:00,2026-01-16T10:50:00,BUY,CALL,1430,1448,1430,1440.7,49749
ADANIPORTS,2026-02-16T09:15:00,09:15:00,2026-02-16T10:25:00,BUY,PUT,1517.5,1517.5,1495.3,1499.8,61280
ADANIPORTS,2026-03-18T09:15:00,09:15:00,2026-03-18T10:00:00,BUY,CALL,1367.1,1385,1367.1,1384.3,78579
ADANIPORTS,2026-04-28T09:15:00,09:15:00,2026-04-28T10:15:00,BUY,CALL,1628.4,1647.1,1624.9,1643.5,195060
ADANIPORTS,2026-05-11T09:15:00,09:15:00,2026-05-11T09:45:00,BUY,PUT,1757.1,1757.3,1735,1742.8,138739
ADANIPORTS,2026-05-29T09:15:00,09:15:00,2026-05-29T11:00:00,BUY,PUT,1836.4,1840.7,1804.2,1810.2,172424
ADANIPORTS,2026-06-04T09:15:00,09:15:00,2026-06-04T09:45:00,BUY,CALL,1794.3,1818,1794.3,1817,96369
ADANIPORTS,2026-06-23T09:15:00,09:15:00,2026-06-23T10:00:00,BUY,CALL,1832.6,1842,1832,1838,66160
ALKEM,2025-01-24T09:15:00,09:15:00,2025-01-24T10:45:00,BUY,PUT,5188.95,5200.95,5134.6,5142.75,2551
ALKEM,2025-02-14T09:15:00,09:15:00,2025-02-14T10:25:00,BUY,PUT,4712.95,4713.4,4645.5,4645.5,4268
ALKEM,2025-02-21T09:15:00,09:15:00,2025-02-21T11:25:00,BUY,PUT,4744.65,4745,4686.6,4692.55,3487
ALKEM,2025-04-23T09:15:00,09:15:00,2025-04-23T10:50:00,BUY,CALL,5020,5070,5020,5065.2,1980
ALKEM,2025-05-08T09:15:00,09:15:00,2025-05-08T10:35:00,BUY,PUT,5023,5033,4982.5,4986,2383
ALKEM,2025-06-11T09:15:00,09:15:00,2025-06-11T09:40:00,BUY,CALL,4969.5,5005,4969.5,4989.5,8186
ALKEM,2025-08-06T09:15:00,09:15:00,2025-08-06T10:25:00,BUY,PUT,4929,4929,4860,4860,3048
ALKEM,2025-08-19T09:15:00,09:15:00,2025-08-19T11:00:00,BUY,CALL,5353,5420,5297.5,5388.5,9246
ALKEM,2025-08-21T09:15:00,09:15:00,2025-08-21T10:15:00,BUY,PUT,5393,5398.5,5374.5,5378.5,1309
ALKEM,2025-09-10T09:15:00,09:15:00,2025-09-10T10:15:00,BUY,CALL,5359.5,5400,5349,5378.5,2727
ALKEM,2025-10-20T09:15:00,09:15:00,2025-10-20T10:15:00,BUY,CALL,5592.5,5626,5590,5610.5,8850
ALKEM,2025-11-07T09:15:00,09:15:00,2025-11-07T10:25:00,BUY,PUT,5644.5,5651.5,5601.5,5616,1243
ALKEM,2025-11-11T09:15:00,09:15:00,2025-11-11T10:20:00,BUY,PUT,5690,5718,5643.5,5643.5,2006
ALKEM,2025-12-22T09:15:00,09:15:00,2025-12-22T10:35:00,BUY,CALL,5555.5,5596.5,5555.5,5595.5,1690
ALKEM,2026-03-23T09:15:00,09:15:00,2026-03-23T11:05:00,BUY,PUT,5260,5272.5,5200,5202,5888
ALKEM,2026-04-02T09:15:00,09:15:00,2026-04-02T10:50:00,BUY,PUT,5210.5,5216.5,5148,5155.5,3954
ALKEM,2026-05-19T09:15:00,09:15:00,2026-05-19T09:20:00,BUY,PUT,5465,5474.5,5445.5,5447.5,1073
ALKEM,2026-05-26T09:15:00,09:15:00,2026-05-26T10:55:00,BUY,PUT,5405,5422,5361,5366.5,2792
ALKEM,2026-06-29T09:15:00,09:15:00,2026-06-29T10:30:00,BUY,CALL,5429,5488,5425,5476.5,5631
AMBER,2025-03-27T09:15:00,09:15:00,2025-03-27T10:20:00,BUY,PUT,6825.05,6827.2,6728.3,6771.3,15946
AMBER,2025-04-30T09:15:00,09:15:00,2025-04-30T10:55:00,BUY,PUT,6315,6330,6199.5,6252,20641
AMBER,2025-06-02T09:15:00,09:15:00,2025-06-02T11:00:00,BUY,PUT,6489.5,6502,6403.5,6415,9156
AMBER,2025-07-28T09:15:00,09:15:00,2025-07-28T10:45:00,BUY,CALL,7273.5,7364.5,7273.5,7357.5,12332
AMBER,2025-09-05T09:15:00,09:15:00,2025-09-05T10:15:00,BUY,CALL,7719,7830,7700.5,7826,20203
AMBER,2025-09-11T09:15:00,09:15:00,2025-09-11T09:30:00,BUY,CALL,7855,7973.5,7825.5,7962.5,23775
AMBER,2025-10-06T09:15:00,09:15:00,2025-10-06T11:30:00,BUY,PUT,8227,8243.5,8150.5,8152,8194
AMBER,2025-10-10T09:15:00,09:15:00,2025-10-10T10:15:00,BUY,CALL,8250,8307,8206,8292,10103
AMBER,2026-04-24T09:15:00,09:15:00,2026-04-24T09:50:00,BUY,CALL,7800,7924,7795,7900.5,17240
AMBUJACEM,2025-01-08T09:15:00,09:15:00,2025-01-08T10:15:00,BUY,PUT,536.55,538.2,531.1,532,37585
AMBUJACEM,2025-01-21T09:15:00,09:15:00,2025-01-21T10:05:00,BUY,CALL,535.9,543.6,535.9,542.95,75377
AMBUJACEM,2025-01-27T09:15:00,09:15:00,2025-01-27T09:45:00,BUY,PUT,548.55,548.7,542.1,543.3,40235
AMBUJACEM,2025-03-12T09:15:00,09:15:00,2025-03-12T09:25:00,BUY,CALL,495.55,501.95,495,500.7,44423
AMBUJACEM,2025-03-19T09:15:00,09:15:00,2025-03-19T11:55:00,BUY,CALL,498.15,502.6,498.15,502.2,29152
AMBUJACEM,2025-07-21T09:15:00,09:15:00,2025-07-21T10:35:00,BUY,CALL,599.35,603.4,597.15,603.2,84637
AMBUJACEM,2025-08-12T09:15:00,09:15:00,2025-08-12T11:15:00,BUY,PUT,591.65,591.65,586.5,586.8,22935
AMBUJACEM,2025-08-26T09:15:00,09:15:00,2025-08-26T11:05:00,BUY,PUT,580,581,576.15,578.45,14397
AMBUJACEM,2025-09-11T09:15:00,09:15:00,2025-09-11T10:35:00,BUY,PUT,566.8,566.8,563.5,563.8,72804
AMBUJACEM,2025-10-17T09:15:00,09:15:00,2025-10-17T10:50:00,BUY,PUT,569.7,569.7,566,566.15,17197
AMBUJACEM,2026-01-30T09:15:00,09:15:00,2026-01-30T10:55:00,BUY,PUT,536.05,536.05,531.25,531.4,27421
ANGELONE,2025-04-25T09:15:00,09:15:00,2025-04-25T11:25:00,BUY,PUT,249.85,251.27,247.62,247.87,570810
ANGELONE,2025-05-28T09:15:00,09:15:00,2025-05-28T11:05:00,BUY,CALL,301.62,305,301.62,304.8,363020
ANGELONE,2025-06-02T09:15:00,09:15:00,2025-06-02T09:30:00,BUY,PUT,303.64,304.26,301.95,302.31,285400
ANGELONE,2025-06-04T09:15:00,09:15:00,2025-06-04T09:45:00,BUY,CALL,310.3,314.29,309.9,313.31,475310
ANGELONE,2025-06-09T09:15:00,09:15:00,2025-06-09T10:30:00,BUY,CALL,321.8,328.4,321.8,324.7,614090
ANGELONE,2025-07-18T09:15:00,09:15:00,2025-07-18T11:00:00,BUY,PUT,273.9,273.9,270.81,271.25,409540
ANGELONE,2025-08-25T09:15:00,09:15:00,2025-08-25T11:50:00,BUY,PUT,252.6,253.9,248.73,248.98,1044950
ANGELONE,2025-09-16T09:15:00,09:15:00,2025-09-16T11:00:00,BUY,PUT,225.6,225.6,221.5,222.46,799340
ANGELONE,2025-09-26T09:15:00,09:15:00,2025-09-26T10:45:00,BUY,PUT,219,220.1,217.5,217.6,365060
ANGELONE,2025-10-24T09:15:00,09:15:00,2025-10-24T09:35:00,BUY,PUT,250.8,250.8,249.01,249.33,159300
ANGELONE,2025-12-01T09:15:00,09:15:00,2025-12-01T10:05:00,BUY,CALL,270.9,274.98,270.78,273.69,355980
ANGELONE,2025-12-09T09:15:00,09:15:00,2025-12-09T10:15:00,BUY,PUT,253.3,253.36,250.48,250.55,156560
ANGELONE,2025-12-16T09:15:00,09:15:00,2025-12-16T10:40:00,BUY,PUT,257.79,258.11,254.7,254.99,254270
ANGELONE,2025-12-29T09:15:00,09:15:00,2025-12-29T13:25:00,BUY,PUT,249.42,249.87,247.02,247.5,213150
ANGELONE,2026-04-22T09:15:00,09:15:00,2026-04-22T10:35:00,BUY,CALL,324.05,328.95,323.21,326.87,1242135
APLAPOLLO,2025-01-08T09:15:00,09:15:00,2025-01-08T11:30:00,BUY,PUT,1601,1603.95,1578.55,1580,5104
APLAPOLLO,2025-02-10T09:15:00,09:15:00,2025-02-10T11:05:00,BUY,PUT,1433.8,1438,1415.4,1420.1,8094
APLAPOLLO,2025-03-28T09:15:00,09:15:00,2025-03-28T10:05:00,BUY,CALL,1535.05,1560.9,1534.6,1555.15,22568
APLAPOLLO,2025-05-26T09:15:00,09:15:00,2025-05-26T10:00:00,BUY,CALL,1833.8,1844,1831.1,1844,7928
APLAPOLLO,2025-05-27T09:15:00,09:15:00,2025-05-27T10:20:00,BUY,PUT,1832.5,1836.3,1825.3,1828.1,24149
APLAPOLLO,2025-06-03T09:15:00,09:15:00,2025-06-03T10:25:00,BUY,CALL,1811.5,1836,1809.6,1834.1,22510
APLAPOLLO,2025-06-11T09:15:00,09:15:00,2025-06-11T10:30:00,BUY,CALL,1899.9,1911.7,1893.8,1909.5,16752
APLAPOLLO,2025-06-26T09:15:00,09:15:00,2025-06-26T10:00:00,BUY,CALL,1790.1,1814.2,1789.9,1809.5,82369
APLAPOLLO,2025-08-13T09:15:00,09:15:00,2025-08-13T11:15:00,BUY,CALL,1583.9,1594.4,1578.1,1592.6,8637
APLAPOLLO,2025-09-08T09:15:00,09:15:00,2025-09-08T10:55:00,BUY,CALL,1664.7,1680,1661.2,1678.9,10777
APLAPOLLO,2025-10-13T09:15:00,09:15:00,2025-10-13T10:45:00,BUY,PUT,1738.6,1738.6,1724.6,1731,3809
APLAPOLLO,2025-10-27T09:15:00,09:15:00,2025-10-27T10:20:00,BUY,CALL,1755.1,1767.8,1751.1,1766.1,7451
APLAPOLLO,2025-10-31T09:15:00,09:15:00,2025-10-31T10:55:00,BUY,CALL,1785.7,1799.5,1784.6,1797.6,16700
APLAPOLLO,2025-11-11T09:15:00,09:15:00,2025-11-11T10:30:00,BUY,PUT,1799.1,1801,1791.2,1792.1,4283
APLAPOLLO,2025-11-18T09:15:00,09:15:00,2025-11-18T11:05:00,BUY,PUT,1778,1782.8,1771,1771,7576
APLAPOLLO,2025-12-11T09:15:00,09:15:00,2025-12-11T11:35:00,BUY,PUT,1733.7,1734,1721.3,1721.3,3136
APLAPOLLO,2025-12-31T09:15:00,09:15:00,2025-12-31T11:15:00,BUY,CALL,1890,1910.8,1883.3,1900,14283
APLAPOLLO,2026-02-04T09:15:00,09:15:00,2026-02-04T10:05:00,BUY,CALL,2140.5,2169.8,2117.6,2164.2,86299
APLAPOLLO,2026-02-19T09:15:00,09:15:00,2026-02-19T11:35:00,BUY,PUT,2250,2259.9,2222.4,2225.9,5879
APLAPOLLO,2026-04-23T09:15:00,09:15:00,2026-04-23T11:25:00,BUY,PUT,2121.1,2121.1,2088.9,2096.3,40325
APLAPOLLO,2026-05-18T09:15:00,09:15:00,2026-05-18T10:30:00,BUY,PUT,1889,1889,1859.4,1868.4,17374
APLAPOLLO,2026-06-25T09:15:00,09:15:00,2026-06-25T10:45:00,BUY,PUT,1835,1836.1,1819.4,1822,6168
APOLLOHOSP,2025-01-24T09:15:00,09:15:00,2025-01-24T10:40:00,BUY,PUT,6915,6915,6826.05,6830,15547
APOLLOHOSP,2025-02-18T09:15:00,09:15:00,2025-02-18T10:25:00,BUY,CALL,6324.95,6385,6320.15,6354.3,19317
APOLLOHOSP,2025-02-27T09:15:00,09:15:00,2025-02-27T10:55:00,BUY,PUT,6261.05,6282.25,6217.25,6217.25,13044
APOLLOHOSP,2025-03-17T09:15:00,09:15:00,2025-03-17T10:15:00,BUY,CALL,6105.65,6155,6082.55,6153.85,22351
APOLLOHOSP,2025-05-13T09:15:00,09:15:00,2025-05-13T10:45:00,BUY,CALL,6907.5,6973.5,6907.5,6959,9659
APOLLOHOSP,2025-05-15T09:15:00,09:15:00,2025-05-15T09:25:00,BUY,CALL,6918.5,6948.5,6916.5,6947,9179
APOLLOHOSP,2025-08-26T09:15:00,09:15:00,2025-08-26T11:25:00,BUY,PUT,7827.5,7834,7800.5,7807.5,19065
APOLLOHOSP,2025-09-15T09:15:00,09:15:00,2025-09-15T10:40:00,BUY,PUT,7900,7956,7838,7850.5,36710
APOLLOHOSP,2025-11-10T09:15:00,09:15:00,2025-11-10T10:20:00,BUY,PUT,7631.5,7652.5,7536,7596.5,30695
APOLLOHOSP,2025-11-13T09:15:00,09:15:00,2025-11-13T10:15:00,BUY,PUT,7480,7501,7444,7450.5,35524
APOLLOHOSP,2026-01-29T09:15:00,09:15:00,2026-01-29T10:50:00,BUY,PUT,6899,6899,6815,6816.5,17818
APOLLOHOSP,2026-01-30T09:15:00,09:15:00,2026-01-30T11:15:00,BUY,CALL,6787,6849,6767,6849,18973
APOLLOHOSP,2026-04-15T09:15:00,09:15:00,2026-04-15T11:05:00,BUY,CALL,7516.5,7587.5,7500,7568,56942
APOLLOHOSP,2026-05-14T09:15:00,09:15:00,2026-05-14T11:05:00,BUY,CALL,8011,8131.5,8011,8108,10183
APOLLOHOSP,2026-06-05T09:15:00,09:15:00,2026-06-05T10:25:00,BUY,CALL,8265,8335,8242,8326.5,10120
APOLLOHOSP,2026-06-10T09:15:00,09:15:00,2026-06-10T10:55:00,BUY,CALL,8527,8589,8481,8567.5,45890
APOLLOHOSP,2026-06-19T09:15:00,09:15:00,2026-06-19T10:40:00,BUY,CALL,8411,8441,8411,8441,70
ASHOKLEY,2025-04-29T09:15:00,09:15:00,2025-04-29T10:15:00,BUY,CALL,113.98,115.66,113.95,114.83,402830
ASHOKLEY,2025-05-30T09:15:00,09:15:00,2025-05-30T10:50:00,BUY,PUT,120.37,120.39,118.86,118.99,741458
ASHOKLEY,2025-06-02T09:15:00,09:15:00,2025-06-02T09:35:00,BUY,PUT,118.8,118.87,117.25,117.28,739010
ASHOKLEY,2025-06-06T09:15:00,09:15:00,2025-06-06T12:00:00,BUY,CALL,117.03,118.2,116.77,118.07,609992
ASHOKLEY,2025-06-24T09:15:00,09:15:00,2025-06-24T11:10:00,BUY,CALL,119.1,119.71,118.69,119.64,401470
ASHOKLEY,2025-06-26T09:15:00,09:15:00,2025-06-26T09:40:00,BUY,CALL,122.31,123.18,122.25,123,516620
ASHOKLEY,2025-07-08T09:15:00,09:15:00,2025-07-08T09:30:00,BUY,CALL,124.98,125.7,124.9,125.25,319962
ASHOKLEY,2025-07-16T09:15:00,09:15:00,2025-07-16T10:05:00,BUY,PUT,125.35,125.9,123.45,124.1,1309922
ASHOKLEY,2025-07-30T09:15:00,09:15:00,2025-07-30T11:10:00,BUY,PUT,123.3,123.35,122.3,122.75,159614
ASHOKLEY,2025-08-21T09:15:00,09:15:00,2025-08-21T09:50:00,BUY,PUT,133.15,133.48,131.6,132.13,396834
ASHOKLEY,2025-09-10T09:15:00,09:15:00,2025-09-10T10:10:00,BUY,PUT,135.98,136.13,133.81,134,1243347
ASHOKLEY,2025-09-16T09:15:00,09:15:00,2025-09-16T10:45:00,BUY,CALL,134.3,135.2,134.1,134.97,515614
ASHOKLEY,2025-09-17T09:15:00,09:15:00,2025-09-17T11:10:00,BUY,CALL,135,137.15,135,136.65,1750905
ASHOKLEY,2025-10-17T09:15:00,09:15:00,2025-10-17T10:15:00,BUY,PUT,137.35,137.7,135.82,135.82,604386
