datetime,open,high,low,close,volume,histogram,previoushistogram,percentagehistogram,previousclose,percentageclose
2025-11-11 09:15:00,1749.4,1750,1720,1720,58403,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:20:00,1720,1729.7,1716.1,1722.6,78417,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:25:00,1722.5,1730.9,1720.7,1727.6,29831,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:30:00,1727.7,1727.7,1720,1720,40500,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:35:00,1720.1,1724.9,1717,1723.9,21810,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:40:00,1723.8,1730.2,1722.1,1729.7,23803,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:45:00,1729.5,1729.7,1722.4,1724.6,16911,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:50:00,1724.1,1724.9,1721.5,1721.5,11608,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 09:55:00,1721.5,1724.3,1721,1724.3,6356,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:00:00,1724.3,1724.4,1719.4,1721.2,14468,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:05:00,1721.2,1723.4,1718.9,1719.8,14610,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:10:00,1720.3,1721,1716.3,1717.5,12310,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:15:00,1717.5,1717.8,1714.2,1716.5,18910,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:20:00,1715.8,1718.7,1715.1,1715.8,7004,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:25:00,1715.9,1724,1715.9,1722.2,8681,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:30:00,1722,1724.1,1720.9,1723.2,5648,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:35:00,1723.4,1724.4,1716.8,1718.2,16712,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:40:00,1718,1718.8,1716,1717.5,6958,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:45:00,1716.5,1720,1715.9,1719.9,3277,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:50:00,1718.9,1722.4,1718.7,1721.2,2826,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 10:55:00,1721.2,1722.6,1718.4,1720.2,6218,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:00:00,1720,1721.8,1718.3,1719.9,6893,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:05:00,1719.4,1721,1718.5,1720.2,2311,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:10:00,1720.2,1720.9,1711.3,1712.4,14019,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:15:00,1712.4,1715,1711.4,1713.6,10082,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:20:00,1712.8,1714.7,1711,1713.9,4309,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:25:00,1713.6,1714.5,1711.6,1712.6,3079,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:30:00,1712.1,1714,1712.1,1713.3,1083,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:35:00,1713.3,1715.2,1711.2,1713.5,10909,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:40:00,1713.5,1721.2,1713.5,1719,9073,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:45:00,1718.7,1719.6,1717.6,1718.4,5625,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:50:00,1718.4,1723.9,1718,1723.6,6285,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 11:55:00,1723.6,1726.8,1723,1724.2,11847,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 12:00:00,1724.2,1729.1,1723.5,1729,11925,2.1110,0.0000,100.00,0.0000,100.00
2025-11-11 12:05:00,1728.7,1730.2,1725,1727.6,12935,2.1507,0.0000,100.00,0.0000,100.00
2025-11-11 12:10:00,1726.9,1728.1,1724.6,1724.8,4174,1.8979,0.0000,100.00,0.0000,100.00
2025-11-11 12:15:00,1724.8,1726.4,1718,1724.2,70540,1.6110,0.0000,100.00,0.0000,100.00
2025-11-11 12:20:00,1724.2,1728.5,1724,1724.6,10787,1.3780,0.0000,100.00,0.0000,100.00
2025-11-11 12:25:00,1724.7,1728.5,1724.3,1728.5,3013,1.4112,0.0000,100.00,0.0000,100.00
2025-11-11 12:30:00,1728.5,1733.3,1727.9,1732.3,10347,1.5999,0.0000,100.00,0.0000,100.00
2025-11-11 12:35:00,1732.3,1733.3,1728.8,1731.7,8874,1.5917,0.0000,100.00,0.0000,100.00
2025-11-11 12:40:00,1731.7,1732.5,1730.2,1731.9,3447,1.5080,0.0000,100.00,0.0000,100.00
2025-11-11 12:45:00,1731.1,1737.3,1730,1737.3,5307,1.7097,0.0000,100.00,0.0000,100.00
2025-11-11 12:50:00,1736.5,1736.9,1732.2,1733.6,17009,1.4952,0.0000,100.00,0.0000,100.00
2025-11-11 12:55:00,1733.6,1734.8,1732.3,1734.2,2501,1.3019,0.0000,100.00,0.0000,100.00
2025-11-11 13:00:00,1734.2,1734.8,1733.2,1733.8,813,1.0654,0.0000,100.00,0.0000,100.00
2025-11-11 13:05:00,1733.6,1737.5,1732.7,1733.1,7303,0.7926,0.0000,100.00,0.0000,100.00
2025-11-11 13:10:00,1733.1,1736.4,1733.1,1735.8,5234,0.7265,0.0000,100.00,0.0000,100.00
2025-11-11 13:15:00,1735.3,1736.8,1731.7,1732.6,67132,0.4153,0.0000,100.00,0.0000,100.00
2025-11-11 13:20:00,1731.8,1732.9,1730.3,1732,3240,0.1317,0.0000,100.00,0.0000,100.00
2025-11-11 13:25:00,1732,1733,1729.9,1732.2,23686,-0.0690,0.0000,-100.00,0.0000,100.00
2025-11-11 13:30:00,1731.9,1732.9,1731.9,1732.1,931,-0.2261,0.0000,-100.00,0.0000,100.00
2025-11-11 13:35:00,1732.1,1732.7,1729.6,1731.4,7204,-0.3855,0.0000,-100.00,0.0000,100.00
2025-11-11 13:40:00,1731.4,1732.6,1729.8,1731.3,2931,-0.4988,0.0000,-100.00,0.0000,100.00
2025-11-11 13:45:00,1731.4,1734.2,1731.4,1733.8,4289,-0.4102,0.0000,-100.00,0.0000,100.00
2025-11-11 13:50:00,1733.8,1737.2,1733.3,1734.1,7879,-0.3392,0.0000,-100.00,0.0000,100.00
2025-11-11 13:55:00,1734.4,1735.9,1732,1732.8,7399,-0.3842,0.0000,-100.00,0.0000,100.00
2025-11-11 14:00:00,1732.7,1733.9,1731.7,1733.5,3372,-0.3711,0.0000,-100.00,0.0000,100.00
2025-11-11 14:05:00,1733.5,1734.5,1733,1733.7,1229,-0.3533,0.0000,-100.00,0.0000,100.00
2025-11-11 14:10:00,1733.7,1735.5,1733.4,1734.6,2867,-0.2880,0.0000,-100.00,0.0000,100.00
2025-11-11 14:15:00,1734.1,1737.6,1733.9,1737.6,2417,-0.0618,0.0000,-100.00,0.0000,100.00
2025-11-11 14:20:00,1737.6,1739.5,1735.1,1735.1,4957,-0.0973,0.0000,-100.00,0.0000,100.00
2025-11-11 14:25:00,1735.4,1737.6,1735.1,1736.9,1989,-0.0204,0.0000,-100.00,0.0000,100.00
2025-11-11 14:30:00,1737.1,1739.1,1737.1,1738.7,2322,0.1230,0.0000,100.00,0.0000,100.00
2025-11-11 14:35:00,1738.1,1739,1734.4,1735,9347,-0.0508,0.0000,-100.00,0.0000,100.00
2025-11-11 14:40:00,1734.6,1735.7,1734.1,1735.2,5015,-0.1652,0.0000,-100.00,0.0000,100.00
2025-11-11 14:45:00,1734.9,1739.6,1734.8,1739.1,17535,0.0000,0.0000,0.00,0.0000,100.00
2025-11-11 14:50:00,1739.9,1741,1737.9,1740.2,297931,0.1533,0.0000,100.00,0.0000,100.00
2025-11-11 14:55:00,1740.2,1743.4,1740.2,1742,32302,0.3352,0.0000,100.00,0.0000,100.00
2025-11-11 15:00:00,1742,1745.6,1740.6,1745.6,353197,0.6398,0.0000,100.00,0.0000,100.00
2025-11-11 15:05:00,1745.5,1745.9,1740,1740.7,20877,0.4613,0.0000,100.00,0.0000,100.00
2025-11-11 15:10:00,1740.7,1741,1737.4,1740.1,19992,0.2627,0.0000,100.00,0.0000,100.00
2025-11-11 15:15:00,1740.3,1740.5,1738,1738.3,18058,-0.0151,0.0000,-100.00,0.0000,100.00
2025-11-11 15:20:00,1738,1741.6,1737.5,1740.9,29279,-0.0473,0.0000,-100.00,0.0000,100.00
2025-11-11 15:25:00,1740.9,1742.9,1739,1740.2,44589,-0.1343,0.0000,-100.00,0.0000,100.00
2025-11-12 09:15:00,1743.7,1756.9,1743.1,1755,39180,0.7383,-0.1343,-649.74,1740.2000,0.85
2025-11-12 09:20:00,1754.6,1757,1750,1751,35900,0.9653,-0.1343,-818.76,1740.2000,0.62
2025-11-12 09:25:00,1751.4,1752.6,1746.2,1748,27879,0.8373,-0.1343,-723.45,1740.2000,0.45
2025-11-12 09:30:00,1747.5,1753,1746.1,1750.7,27491,0.8554,-0.1343,-736.93,1740.2000,0.60
2025-11-12 09:35:00,1750.7,1755.7,1750.4,1754.9,24686,1.0578,-0.1343,-887.64,1740.2000,0.84
2025-11-12 09:40:00,1754.5,1754.5,1751.6,1753,19224,0.9735,-0.1343,-824.87,1740.2000,0.74
2025-11-12 09:45:00,1752.5,1754.3,1750.3,1752,15830,0.7691,-0.1343,-672.67,1740.2000,0.68
2025-11-12 09:50:00,1751.1,1753,1749.2,1750.9,20256,0.4920,-0.1343,-466.34,1740.2000,0.61
2025-11-12 09:55:00,1751,1752.8,1750.6,1752.1,9917,0.3295,-0.1343,-345.35,1740.2000,0.68
2025-11-12 10:00:00,1752.1,1752.6,1748,1750,34120,0.0361,-0.1343,-126.88,1740.2000,0.56
2025-11-12 10:05:00,1750,1752.3,1748.5,1748.5,27411,-0.2859,-0.1343,112.88,1740.2000,0.48
2025-11-12 10:10:00,1748.5,1750,1741.6,1744.1,22331,-0.7932,-0.1343,490.62,1740.2000,0.22
2025-11-12 10:15:00,1744,1744,1738.2,1738.2,12940,-1.4842,-0.1343,1005.14,1740.2000,-0.11
2025-11-12 10:20:00,1738.4,1739.4,1732.3,1736.3,22708,-1.9952,-0.1343,1385.63,1740.2000,-0.22
2025-11-12 10:25:00,1736.2,1736.4,1728.6,1729,27092,-2.7069,-0.1343,1915.56,1740.2000,-0.64
2025-11-12 10:30:00,1729.1,1729.3,1721.4,1722.4,26526,-3.4560,-0.1343,2473.34,1740.2000,-1.02
2025-11-12 10:35:00,1722.4,1725,1721.6,1723.2,18335,-3.7094,-0.1343,2662.03,1740.2000,-0.98
2025-11-12 10:40:00,1722.5,1729.4,1722.5,1725,22674,-3.5664,-0.1343,2555.55,1740.2000,-0.87
2025-11-12 10:45:00,1725,1725.7,1723.3,1724.7,7332,-3.3083,-0.1343,2363.37,1740.2000,-0.89
2025-11-12 10:50:00,1724.6,1727.7,1724,1725.2,12298,-2.9331,-0.1343,2083.99,1740.2000,-0.86
2025-11-12 10:55:00,1725.2,1725.9,1723,1724.5,8151,-2.5740,-0.1343,1816.60,1740.2000,-0.90
2025-11-12 11:00:00,1725,1727.1,1723.9,1725.4,9674,-2.1358,-0.1343,1490.32,1740.2000,-0.85
2025-11-12 11:05:00,1725.6,1725.9,1723.1,1725.7,8952,-1.7045,-0.1343,1169.17,1740.2000,-0.83
2025-11-12 11:10:00,1725.1,1730.6,1725.1,1729.5,10833,-1.0729,-0.1343,698.88,1740.2000,-0.61
2025-11-12 11:15:00,1729,1734.5,1727.5,1734.3,9843,-0.2825,-0.1343,110.35,1740.2000,-0.34
2025-11-12 11:20:00,1733.8,1734.4,1730.1,1730.1,8849,-0.0078,-0.1343,-94.19,1740.2000,-0.58
2025-11-12 11:25:00,1730.1,1730.6,1727.4,1729.7,10684,0.1718,-0.1343,-227.92,1740.2000,-0.60
2025-11-12 11:30:00,1729.4,1731.1,1728.1,1729.6,6867,0.3011,-0.1343,-324.20,1740.2000,-0.61
2025-11-12 11:35:00,1729.4,1729.5,1728,1728.9,5117,0.3532,-0.1343,-362.99,1740.2000,-0.65
2025-11-12 11:40:00,1728.3,1728.4,1726.9,1727.3,4456,0.2959,-0.1343,-320.33,1740.2000,-0.74
2025-11-12 11:45:00,1727.3,1729.8,1726.7,1726.7,8022,0.2362,-0.1343,-275.87,1740.2000,-0.78
2025-11-12 11:50:00,1726.7,1727.7,1725.1,1725.1,9671,0.1138,-0.1343,-184.74,1740.2000,-0.87
2025-11-12 11:55:00,1725.1,1725.6,1721.2,1721.5,14390,-0.1695,-0.1343,26.21,1740.2000,-1.07
2025-11-12 12:00:00,1721.2,1723.9,1721.1,1721.4,17030,-0.3149,-0.1343,134.48,1740.2000,-1.08
2025-11-12 12:05:00,1721.3,1723.3,1720,1722.5,12137,-0.2891,-0.1343,115.26,1740.2000,-1.02
2025-11-12 12:10:00,1722.3,1722.3,1716.6,1719.8,16124,-0.3991,-0.1343,197.17,1740.2000,-1.17
